belongs_to_collection,budget,genres,id,original_language,overview,popularity,production_companies,release_date,revenue,runtime,status,tagline,title,vote_average,vote_count,release_year,cast,keywords,cast_size,crew_size,director,text,weighted_rating,ROI
0,10000000.0,"['Comedy', 'Thriller']",50204,en,"Two 19th-century opportunists (Simon Pegg, Andy Serkis) become serial killers so that they can maintain their profitable business supplying cadavers to an anatomist (Tom Wilkinson).",7.787593,"['Ealing Studios', 'Fragile Films', 'Quickfire Films']",2010-10-29,4349187.0,91.0,Released,No Job Too Small. No Body Too Big. No Questions Asked.,Burke & Hare,6.1,151.0,2010.0,"['simonpegg', 'andyserkis', 'islafisher']","['heartattack', 'blackhumor', 'autopsi', 'murder', 'cruelti', 'gravedigg']",22,19,"['johnlandis', 'johnlandis', 'johnlandis']",heartattack blackhumor autopsi murder cruelti gravedigg simonpegg andyserkis islafisher johnlandis johnlandis johnlandis Comedy Thriller,5.943634885017838,0.4349187
0,40000000.0,"['Adventure', 'Comedy', 'Science Fiction']",39513,en,"For the past 60 years, a space-traveling smart-ass named Paul has been locked up in a top-secret military base, advising world leaders about his kind. But when he worries he’s outlived his usefulness and the dissection table is drawing uncomfortably close, Paul escapes on the first RV that passes by his compound in Area 51. Fortunately, it contains the two earthlings who are most likely to rescue and harbor an alien on the run.",10.24382,"['Universal Pictures', 'Big Talk Productions', 'Relativity Media']",2011-02-14,97552050.0,104.0,Released,Who's up for a close encounter?,Paul,6.5,1825.0,2011.0,"['sethrogen', 'simonpegg', 'nickfrost']","['sandiego', 'alien', 'area51', 'duringcreditssting', '1980s']",17,53,"['gregmottola', 'gregmottola', 'gregmottola']",sandiego alien area51 duringcreditssting 1980s sethrogen simonpegg nickfrost gregmottola gregmottola gregmottola Adventure Comedy Science Fiction,6.477051660544794,2.43880125
0,135000000.0,"['Animation', 'Comedy', 'Family', 'Western', 'Adventure']",44896,en,"When Rango, a lost family pet, accidentally winds up in the gritty, gun-slinging town of Dirt, the less-than-courageous lizard suddenly finds he stands out. Welcomed as the last hope the town has been waiting for, new Sheriff Rango is forced to play his new role to the hilt.",10.581925,"['Paramount Pictures', 'Nickelodeon Movies', 'GK Films']",2011-03-02,245724603.0,107.0,Released,Heroes come in all different colors.,Rango,6.6,2094.0,2011.0,"['johnnydepp', 'islafisher', 'nedbeatty']","['sheriff', 'nevada', 'pet', 'chameleon', 'lasvega', 'constructionsit']",17,14,"['goreverbinski', 'goreverbinski', 'goreverbinski']",sheriff nevada pet chameleon lasvega constructionsit johnnydepp islafisher nedbeatty goreverbinski goreverbinski goreverbinski Animation Comedy Family Western Adventure,6.5783541985032015,1.8201822444444444
0,19000000.0,"['Comedy', 'Drama', 'Romance']",50725,en,"Recent MIT grad Matt Franklin (Topher Grace) should be well on his way to a successful career at a Fortune 500 company, but instead, he rebels against maturity by taking a job at a video store. Matt rethinks his position when his unrequited high-school crush, Tori (Teresa Palmer), walks in and invites him to an end-of-summer party. With the help of his twin sister (Anna Faris) and his best friend (Dan Fogler), Matt hatches a plan to change the course of his life.",8.132811,"['Imagine Entertainment', 'Rogue Pictures', 'Relativity Media']",2011-03-04,6928068.0,97.0,Released,Best. Night. Ever.,Take Me Home Tonight,6.2,215.0,2011.0,"['tophergrace', 'annafaris', 'danfogler']","['becominganadult', 'lie', 'night', 'sister', 'job', 'parti', 'friend', 'decept', 'bestfriend']",28,45,"['michaeldowse', 'michaeldowse', 'michaeldowse']",becominganadult lie night sister job parti friend decept bestfriend tophergrace annafaris danfogler michaeldowse michaeldowse michaeldowse Comedy Drama Romance,6.070064354453271,0.3646351578947368
0,50200000.0,"['Science Fiction', 'Thriller', 'Romance']",38050,en,"A man glimpses the future Fate has planned for him – and chooses to fight for his own destiny. Battling the powerful Adjustment Bureau across, under and through the streets of New York, he risks his destined greatness to be with the only woman he's ever loved.",9.420301,"['Universal Pictures', 'Media Rights Capital', 'Gambit Pictures']",2011-03-03,127869379.0,106.0,Released,Fight for your fate.,The Adjustment Bureau,6.5,1677.0,2011.0,"['mattdamon', 'emilyblunt', 'johnslattery']","['hotel', 'dancer', 'hat', 'senat', 'futur', 'honesti', 'plan', 'kiss', 'speech', 'marriag', 'politician', 'alon', 'fate', 'footchas', 'courthous', 'politicalcampaign', 'basedonshortstori']",20,64,"['georgenolfi', 'georgenolfi', 'georgenolfi']",hotel dancer hat senat futur honesti plan kiss speech marriag politician alon fate footchas courthous politicalcampaign basedonshortstori mattdamon emilyblunt johnslattery georgenolfi georgenolfi georgenolfi Science Fiction Thriller Romance,6.475067808769462,2.5471987848605577
1,40000000.0,"['Action', 'Thriller', 'Crime']",27582,en,"Arthur Bishop is a 'mechanic' - an elite assassin with a strict code and unique talent for cleanly eliminating targets. It's a job that requires professional perfection and total detachment, and Bishop is the best in the business. But when he is ordered to take out his mentor and close friend Harry, Bishop is anything but detached.",9.832342,"['CBS Films', 'Millennium Films', 'Chartoff-Winkler Productions']",2011-01-13,51070807.0,93.0,Released,Someone has to fix the problems.,The Mechanic,6.3,1066.0,2011.0,"['jasonstatham', 'benfoster', 'donaldsutherland']","['poison', 'chicago', 'prostitut', 'martialart', 'assassin', 'airport', 'cemeteri', 'boat', 'hitman', 'chase', 'machinegun', 'cover-up', 'beautifulwoman', 'carcrash']",17,21,"['simonwest', 'simonwest', 'simonwest']",poison chicago prostitut martialart assassin airport cemeteri boat hitman chase machinegun cover-up beautifulwoman carcrash jasonstatham benfoster donaldsutherland simonwest simonwest simonwest Action Thriller Crime,6.267407891565229,1.276770175
0,36000000.0,['Comedy'],48988,en,"When best buds Rick and Fred begin to show signs of restlessness at home, their wives take a bold approach to revitalize their marriages: they grant the guys a ""hall pass"", one week of freedom to do whatever they want. At first, it seems like a dream come true, but they quickly discover that their expectations of the single life - and themselves - are completely and hilariously out of sync with reality.",9.13273,"['New Line Cinema', 'Conundrum Entertainment']",2011-02-25,83160734.0,105.0,Released,"One Week, No Rules",Hall Pass,5.4,627.0,2011.0,"['owenwilson', 'jasonsudeikis', 'jennafischer']","['wifehusbandrelationship', 'daydream', 'marriag', 'freedom', 'friend']",13,43,"['bobbyfarrelly', 'bobbyfarrelly', 'bobbyfarrelly']",wifehusbandrelationship daydream marriag freedom friend owenwilson jasonsudeikis jennafischer bobbyfarrelly bobbyfarrelly bobbyfarrelly Comedy,5.392018260745194,2.310020388888889
0,25000000.0,"['Adventure', 'Drama']",49494,en,"In 140 AD, twenty years after the unexplained disappearance of the entire Ninth Legion in the mountains of Scotland, young centurion Marcus Aquila (Tatum) arrives from Rome to solve the mystery and restore the reputation of his father, the commander of the Ninth. Accompanied only by his British slave Esca (Bell), Marcus sets out across Hadrian's Wall into the uncharted highlands of Caledonia - to confront its savage tribes, make peace with his father's memory, and retrieve the lost legion's golden emblem, the Eagle of the Ninth.",6.196929,"['Toledo Productions', 'Film4', 'Focus Features']",2011-02-08,27122040.0,114.0,Released,The destiny of a soldier. The honour of a slave. The fate of an empire.,The Eagle,5.9,426.0,2011.0,"['channingtatum', 'markstrong', 'jamiebell']","['romanempir', 'slaveri', 'ancientrom', 'eagl', 'honor', 'disappear', 'ancientworld', 'britain', 'slave']",18,71,"['kevinmacdonald', 'kevinmacdonald', 'kevinmacdonald']",romanempir slaveri ancientrom eagl honor disappear ancientworld britain slave channingtatum markstrong jamiebell kevinmacdonald kevinmacdonald kevinmacdonald Adventure Drama,5.8516617974258525,1.0848816
0,50000000.0,"['Action', 'Thriller', 'Science Fiction', 'Adventure']",46529,en,"A teenage fugitive with an incredible secret races to stay one step ahead of the mysterious forces seeking destroy him in this sci-fi action thriller. With three dead and one on the run, the race to find the elusive Number Four begins. Outwardly normal teen John Smith never gets too comfortable in the same identity, and along with his guardian, Henri, he is constantly moving from town to town. With each passing day, John gains a stronger grasp on his extraordinary new powers, and his bond to the beings that share his fantastic fate grows stronger.",9.388376,"['DreamWorks SKG', 'Reliance BIG Entertainment', 'Bay Films']",2011-02-18,144492830.0,109.0,Released,Three like him have already been killed…he is Number Four.,I Am Number Four,5.9,1606.0,2011.0,"['alexpettyfer', 'timothyolyphant', 'teresapalmer']","['secretident', 'alien', 'teenageboy', 'teenagehero', 'interspeciesrom', 'basedonyoungadultnovel']",49,22,"['d.j.caruso', 'd.j.caruso', 'd.j.caruso']",secretident alien teenageboy teenagehero interspeciesrom basedonyoungadultnovel alexpettyfer timothyolyphant teresapalmer d.j.caruso d.j.caruso d.j.caruso Action Thriller Science Fiction Adventure,5.886420529319512,2.8898566
0,70000000.0,"['Action', 'Science Fiction']",44943,en,"The Earth is attacked by unknown forces. As people everywhere watch the world's great cities fall, Los Angeles becomes the last stand for mankind in a battle no one expected. It's up to a Marine staff sergeant and his new platoon to draw a line in the sand as they take on an enemy unlike any they've ever encountered before.",6.753746,"['Columbia Pictures', 'Original Film', 'Relativity Media']",2011-03-08,202466756.0,116.0,Released,It's not war. It's survival.,Battle: Los Angeles,5.5,1462.0,2011.0,"['aaroneckhart', 'ramónrodríguez', 'willrothhaar']","['savingtheworld', 'hero', 'marinecorp', 'chao', 'retir', 'survivor', 'meteor', 'spaceinvas', 'alien', 'battlefield', 'surviv', 'sergeant', 'losangel', 'battl', 'danger', 'escapad', 'u.s.marin', 'heroicmiss', 'chaosandmayham']",62,95,"['jonathanliebesman', 'jonathanliebesman', 'jonathanliebesman']",savingtheworld hero marinecorp chao retir survivor meteor spaceinvas alien battlefield surviv sergeant losangel battl danger escapad u.s.marin heroicmiss chaosandmayham aaroneckhart ramónrodríguez willrothhaar jonathanliebesman jonathanliebesman jonathanliebesman Action Science Fiction,5.494199123990192,2.8923822285714285
0,150000000.0,"['Adventure', 'Animation', 'Family']",50321,en,"When Martians suddenly abduct his mom, mischievous Milo rushes to the rescue and discovers why all moms are so special.",7.24717,['Walt Disney Animation Studios'],2011-03-09,38992758.0,88.0,Released,Mom needs a little space.,Mars Needs Moms,5.6,202.0,2011.0,"['sethgreen', 'joancusack', 'danfogler']","['boy', 'alien', 'rescu', 'martian', 'alienabduct', 'alieninvas', ""basedonchildren'sbook"", 'duringcreditssting']",12,7,"['simonwells', 'simonwells', 'simonwells']",boy alien rescu martian alienabduct alieninvas basedonchildren'sbook duringcreditssting sethgreen joancusack danfogler simonwells simonwells simonwells Adventure Animation Family,5.549013032123703,0.25995172
0,80000000.0,"['Romance', 'Comedy']",50546,en,"A plastic surgeon, romancing a much younger schoolteacher, enlists his loyal assistant to pretend to be his soon to be ex-wife, in order to cover up a careless lie. When more lies backfire, the assistant's kids become involved, and everyone heads off for a weekend in Hawaii that will change all their lives.",9.267959,"['Columbia Pictures', 'Happy Madison Productions']",2011-02-10,214918407.0,117.0,Released,Sometimes a guy's best wingman... is a wingwoman,Just Go with It,6.3,1588.0,2011.0,"['adamsandler', 'jenniferaniston', 'nicolekidman']","['beach', 'fictitiousmarriag', 'blackmail', 'plasticsurgeri', 'marriag', 'love', 'beautifulwoman', 'kidsandfamili']",21,49,"['dennisdugan', 'dennisdugan', 'dennisdugan']",beach fictitiousmarriag blackmail plasticsurgeri marriag love beautifulwoman kidsandfamili adamsandler jenniferaniston nicolekidman dennisdugan dennisdugan dennisdugan Romance Comedy,6.277890381154232,2.6864800875
0,42000000.0,"['Fantasy', 'Thriller', 'Horror']",49730,en,"Valerie is in love with a brooding outsider, Peter, but her parents have arranged for her to marry another man – who is wealthy. Unwilling to lose each other, Valerie and Peter plan to run away together when they learn that Valerie's older sister has been killed by a werewolf that prowls the dark forest surrounding their village. Hungry for revenge, the people call on famed werewolf hunter, Father Solomon, to help them kill the wolf. But Solomon's arrival brings unintended consequences as he warns that the wolf, who takes human form by day, could be any one of them.",10.174298,"['Appian Way', 'Warner Bros.', 'Random Films']",2011-03-11,89162162.0,100.0,Released,Who's afraid?,Red Riding Hood,5.7,958.0,2011.0,"['amandaseyfried', 'garyoldman', 'billyburke']","['winter', 'fantasi', 'fairytal', 'hood', 'werewolf', 'aftercreditssting', 'duringcreditssting', 'womandirector', 'redridinghood']",22,46,"['catherinehardwicke', 'catherinehardwicke', 'catherinehardwicke']",winter fantasi fairytal hood werewolf aftercreditssting duringcreditssting womandirector redridinghood amandaseyfried garyoldman billyburke catherinehardwicke catherinehardwicke catherinehardwicke Fantasy Thriller Horror,5.684406937173533,2.122908619047619
1,32000000.0,"['Crime', 'Comedy', 'Action']",38322,en,"FBI agent Malcolm Turner and his 17-year-old son, Trent, go undercover at an all-girls performing arts school after Trent witnesses a murder. Posing as Big Momma and Charmaine, they must find the murderer before he finds them.",7.564777,"['Twentieth Century Fox Film Corporation', 'Regency Enterprises', 'New Regency Pictures']",2011-02-16,83615414.0,107.0,Released,Momma's got back-up.,"Big Mommas: Like Father, Like Son",5.3,322.0,2011.0,"['martinlawrence', 'brandont.jackson', 'portiadoubleday']","['undercov', 'fbi', 'sequel', 'comedi', 'disguis', 'fbiag', 'imperson', 'duringcreditssting']",67,41,"['johnwhitesell', 'johnwhitesell', 'johnwhitesell']",undercov fbi sequel comedi disguis fbiag imperson duringcreditssting martinlawrence brandont.jackson portiadoubleday johnwhitesell johnwhitesell johnwhitesell Crime Comedy Action,5.294722937292207,2.6129816875
0,2500000.0,"['Comedy', 'Action', 'Drama']",45132,en,"After his wife falls under the influence of a drug dealer, an everyday guy transforms himself into Crimson Bolt, a superhero with the best intentions, though he lacks for heroic skills.",8.309635,"['This Is That Productions', 'Ambush Entertainment', 'Crimson Bolt']",2010-09-09,324138.0,96.0,Released,"Shut up, crime!",Super,6.6,446.0,2010.0,"['rainnwilson', 'ellenpage', 'livtyler']","['bomb', 'gun', 'drugdeal', 'costum', 'comicbook', 'parti', 'superhero', 'darkcomedi', 'gore', 'blood', 'dinner', 'violenc', 'policeoffic', 'duringcreditssting']",48,27,"['jamesgunn', 'jamesgunn', 'jamesgunn']",bomb gun drugdeal costum comicbook parti superhero darkcomedi gore blood dinner violenc policeoffic duringcreditssting rainnwilson ellenpage livtyler jamesgunn jamesgunn jamesgunn Comedy Action Drama,6.50419145241854,0.1296552
0,3500000.0,"['Fantasy', 'Horror']",46146,nb,"A group of students investigates a series of mysterious bear killings, but learns that there are much more dangerous things going on. They start to follow a mysterious hunter, learning that he is actually a troll hunter.",6.097684,"['Filmkameratene A/S', 'Film Fund FUZZ', 'SF Norge A/S']",2010-10-29,4159678.0,103.0,Released,You believe it when you see it!,Troll Hunter,6.7,590.0,2010.0,"['ottojespersen', 'hansmortenhansen', 'tomasalflarsen']","['hunter', 'mountain', 'wilder', 'adventur', 'forest', 'secretgovernmentorgan', 'huntingtrip', 'wildlif', 'conspiraci', 'troll', 'mockumentari', 'foundfootag', 'aftercreditssting']",7,36,"['andréøvredal', 'andréøvredal', 'andréøvredal']",hunter mountain wilder adventur forest secretgovernmentorgan huntingtrip wildlif conspiraci troll mockumentari foundfootag aftercreditssting ottojespersen hansmortenhansen tomasalflarsen andréøvredal andréøvredal andréøvredal Fantasy Horror,6.620825741781308,1.1884794285714286
0,32000000.0,"['Thriller', 'Science Fiction', 'Mystery']",45612,en,"Decorated soldier Captain Colter Stevens wakes up in the body of an unknown man, discovering he's involved in a mission to find the bomber of a Chicago commuter train. He learns he's part of a top-secret experimental program that enables him to experience the final 8 minutes of another person's life. Colter re-lives the train incident over and over again, gathering more clues each time. But can he discover who is responsible for the attack before the next one happens?",9.796962,"['The Mark Gordon Company', 'Vendome Pictures']",2011-03-30,147332697.0,93.0,Released,Make Every Second Count,Source Code,7.1,2752.0,2011.0,"['jakegyllenhaal', 'michellemonaghan', 'verafarmiga']","['bomb', 'ident', 'fantasi', 'bomber', 'suspicion', 'timetravel', 'investig', 'surreal', 'soldier']",24,20,"['duncanjones', 'duncanjones', 'duncanjones']",bomb ident fantasi bomber suspicion timetravel investig surreal soldier jakegyllenhaal michellemonaghan verafarmiga duncanjones duncanjones duncanjones Thriller Science Fiction Mystery,7.0773649402990015,4.60414678125
0,82000000.0,"['Action', 'Fantasy', 'Thriller']",23629,en,"A young girl is institutionalized by her abusive stepfather. Retreating to an alternative reality as a coping strategy, she envisions a plan which will help her escape from the mental facility.",13.779527,"['Legendary Pictures', 'Warner Bros.', 'Lennox House Films']",2011-03-24,89792502.0,110.0,Released,You will be unprepared,Sucker Punch,5.9,1661.0,2011.0,"['emilybrowning', 'abbiecornish', 'jenamalone']","['brothel', 'fantasi', 'asylum', 'realiti', 'escap', 'robot', 'violenc', 'inmat', 'altern', 'imagin', 'lobotomi']",35,46,"['zacksnyder', 'zacksnyder', 'zacksnyder']",brothel fantasi asylum realiti escap robot violenc inmat altern imagin lobotomi emilybrowning abbiecornish jenamalone zacksnyder zacksnyder zacksnyder Action Fantasy Thriller,5.886860901305023,1.095030512195122
1,1500000.0,"['Horror', 'Thriller']",49018,en,"A family discovers that dark spirits have invaded their home after their son inexplicably falls into an endless sleep. When they reach out to a professional for help, they learn things are a lot more personal than they thought.",17.24814,"['Alliance Films', 'IM Global', 'Stage 6 Films']",2010-09-13,97009150.0,103.0,Released,It's not the house that's haunted.,Insidious,6.8,1775.0,2010.0,"['patrickwilson', 'rosebyrne', 'tysimpkins']","['medium', 'evilspirit', 'aftercreditssting']",19,14,"['jameswan', 'jameswan', 'jameswan']",medium evilspirit aftercreditssting patrickwilson rosebyrne tysimpkins jameswan jameswan jameswan Horror Thriller,6.7707823693996225,64.67276666666666
0,3000000.0,"['Action', 'Comedy', 'Thriller']",49010,en,"A vigilante homeless man pulls into a new city and finds himself trapped in urban chaos, a city where crime rules and where the city's crime boss reigns. Seeing an urban landscape filled with armed robbers, corrupt cops, abused prostitutes and even a pedophile Santa, the Hobo goes about bringing justice to the city the best way he knows how - with a 20-gauge shotgun. Mayhem ensues when he tries to make things better for the future generation. Street justice will indeed prevail.",10.926038,"['Rhombus Media', 'Yer Dead Productions', 'Telefilm Canada']",2011-05-06,748453.0,86.0,Released,"Delivering justice, one shell at a time...",Hobo with a Shotgun,5.7,213.0,2011.0,"['rutgerhauer', 'gregorysmith', 'robbwells']","['femalenud', 'prostitut', 'shotgun', 'pimp', 'underwear', 'dystopia', 'vigilant', 'blood', 'massacr', 'brutal', 'violenc', 'whitesuit', 'genocid', 'bodymutil', 'extremesad', 'flamethrow', 'attemptedrobberi', 'intestin', 'disembowel', 'attemptedrap']",5,13,"['jasoneisener', 'jasoneisener', 'jasoneisener']",femalenud prostitut shotgun pimp underwear dystopia vigilant blood massacr brutal violenc whitesuit genocid bodymutil extremesad flamethrow attemptedrobberi intestin disembowel attemptedrap rutgerhauer gregorysmith robbwells jasoneisener jasoneisener jasoneisener Action Comedy Thriller,5.637564873440798,0.24948433333333334
0,10831173.0,"['Drama', 'Comedy']",55725,en,"When down-on-his-luck part-time high school wrestling coach Mike agrees to become legal guardian to an elderly man, his ward's troubled grandson turns out to be a star grappler, sparking dreams of a big win -- until the boy's mother retrieves him.",4.480723,"['Fox Searchlight Pictures', 'Next Wednesday Productions', 'Groundswell Productions']",2011-03-18,10654385.0,106.0,Released,"In the game of life, you can't lose 'em all.",Win Win,6.7,176.0,2011.0,"['paulgiamatti', 'alexshaffer', 'amyryan']","['sport', 'coach', 'lawyer']",22,5,"['tommccarthy', 'tommccarthy', 'tommccarthy']",sport coach lawyer paulgiamatti alexshaffer amyryan tommccarthy tommccarthy tommccarthy Drama Comedy,6.465479092954113,0.983677852805047
0,3000000.0,"['Drama', 'Comedy']",39356,en,"It's 1984, and Michael Jackson is king - even in Waihau Bay, New Zealand. Here we meet Boy, an 11-year-old who lives on a farm with his gran, a goat, and his younger brother, Rocky (who thinks he has magic powers). Shortly after Gran leaves for a week, Boy's father, Alamein, appears out of the blue. Having imagined a heroic version of his father during his absence, Boy comes face to face with the real version-an incompetent hoodlum who has returned to find a bag of money he buried years before. This is where the goat enters.",3.308503,"['New Zealand Film Commission', 'Unison Films', 'Whenua Films']",2010-02-14,43000000.0,87.0,Released,"Summer, Girls, Gangs, Drugs ... its not easy being eleven.",Boy,7.5,66.0,2010.0,"['jamesrolleston', 'teahoahoeketone-whitu', 'taikawaititi']","['newzealand', 'maori', 'farm', 'duringcreditssting']",25,16,"['taikawaititi', 'taikawaititi', 'taikawaititi']",newzealand maori farm duringcreditssting jamesrolleston teahoahoeketone-whitu taikawaititi taikawaititi taikawaititi taikawaititi Drama Comedy,6.740753352607108,14.333333333333334
1,21000000.0,"['Family', 'Comedy']",60307,en,"Back in middle school after summer vacation, Greg Heffley and his older brother Rodrick must deal with their parents' misguided attempts to have them bond.",8.425361,"['Fox 2000 Pictures', 'Color Force']",2011-03-25,72417394.0,99.0,Released,Welcome to the next grade,Diary of a Wimpy Kid: Rodrick Rules,6.3,250.0,2011.0,"['zacharygordon', 'devonbostick', 'rachaelharris']","['basedonnovel', 'middleschool']",19,4,"['davidbowers', 'davidbowers', 'davidbowers']",basedonnovel middleschool zacharygordon devonbostick rachaelharris davidbowers davidbowers davidbowers Family Comedy,6.174091538994097,3.448447333333333
0,12000000.0,"['Crime', 'Comedy']",53172,en,An aimless man is sent to prison for a crime he did not commit.,5.145185,"['Company Films', 'Moving Pictures Film and Television']",2010-01-14,204940.0,108.0,Released,The real crime is not committing to your dreams.,Henry's Crime,5.8,110.0,2010.0,"['keanureeves', 'verafarmiga', 'jamescaan']",['vomit'],16,12,"['malcolmvenville', 'malcolmvenville', 'malcolmvenville']",vomit keanureeves verafarmiga jamescaan malcolmvenville malcolmvenville malcolmvenville Crime Comedy,5.6697661283677085,0.017078333333333334
0,63000000.0,"['Animation', 'Comedy', 'Family']",50359,en,"E.B., the Easter Bunny's teenage son, heads to Hollywood, determined to become a drummer in a rock 'n' roll band. In LA, he's taken in by Fred after the out-of-work slacker hits E.B. with his car.",8.904488,"['Universal Pictures', 'Illumination Entertainment']",2011-03-30,183953723.0,95.0,Released,"Candy, chicks and rock 'n' roll.",Hop,5.5,338.0,2011.0,"['russellbrand', 'jamesmarsden', 'kaleycuoco']","[""coupd'etat"", 'slacker', 'easter', 'easterbunni', 'aftercreditssting', 'liveactionandanim']",11,21,"['timhill', 'timhill', 'timhill']",coupd'etat slacker easter easterbunni aftercreditssting liveactionandanim russellbrand jamesmarsden kaleycuoco timhill timhill timhill Animation Comedy Family,5.476718736228734,2.919900365079365
0,6000000.0,"['Adventure', 'Drama', 'Action']",58857,ja,A bravado period action film set at the end of Japan's feudal era in which a group of unemployed samurai are enlisted to bring down a sadistic lord and prevent him from ascending to the throne and plunging the country into a war-torn future.,9.534232,"['Toho Company', 'Sedic International']",2010-09-09,17555141.0,141.0,Released,Take up your sword.,13 Assassins,7.1,362.0,2010.0,"['kojiyakusho', 'takayukiyamada', 'yusukeiseya']","['japan', 'suicid', 'samurai', 'immort', 'remak', 'swordsman', 'suicidemiss', 'rooftop', 'samuraisword', 'seppuku']",26,9,"['takashimiike', 'takashimiike', 'takashimiike']",japan suicid samurai immort remak swordsman suicidemiss rooftop samuraisword seppuku kojiyakusho takayukiyamada yusukeiseya takashimiike takashimiike takashimiike Adventure Drama Action,6.941098459983168,2.9258568333333335
0,30000000.0,"['Action', 'Thriller', 'Adventure']",50456,en,"A 16-year-old girl raised by her father to be the perfect assassin is dispatched on a mission across Europe. Tracked by a ruthless operatives, she faces startling revelations about her existence and questions about her humanity.",8.071196,"['Focus Features', 'Neunte Babelsberg Film', 'Holleran Company']",2011-04-07,63782078.0,111.0,Released,Adapt or die.,Hanna,6.5,1284.0,2011.0,"['saoirseronan', 'ericbana', 'vickykrieps']","['assassin', 'selfsacrific', 'stripclub', 'secretag', 'train', 'british', 'roadtrip', 'deadanim', 'teenagegirl', 'pistol', 'duringcreditssting']",18,21,"['joewright', 'joewright', 'joewright']",assassin selfsacrific stripclub secretag train british roadtrip deadanim teenagegirl pistol duringcreditssting saoirseronan ericbana vickykrieps joewright joewright joewright Action Thriller Adventure,6.467639187728064,2.1260692666666667
0,40000000.0,"['Comedy', 'Romance']",49012,en,"A drunken playboy stands to lose a wealthy inheritance when he falls for a woman, his family doesn't like.",9.698075,['Warner Bros.'],2011-04-08,45735397.0,110.0,Released,Meet the world's only loveable billionaire.,Arthur,5.3,270.0,2011.0,"['russellbrand', 'helenmirren', 'gretagerwig']","['nanni', 'remak', 'billionair', 'overbearingmoth', 'manchild', 'duringcreditssting']",47,45,"['jasonwiner', 'jasonwiner', 'jasonwiner']",nanni remak billionair overbearingmoth manchild duringcreditssting russellbrand helenmirren gretagerwig jasonwiner jasonwiner jasonwiner Comedy Romance,5.293823241355141,1.143384925
1,90000000.0,"['Animation', 'Adventure', 'Comedy', 'Family']",46195,en,"Captured by smugglers when he was just a hatchling, a macaw named Blu never learned to fly and lives a happily domesticated life in Minnesota with his human friend, Linda. Blu is thought to be the last of his kind, but when word comes that Jewel, a lone female, lives in Rio de Janeiro, Blu and Linda go to meet her. Animal smugglers kidnap Blu and Jewel, but the pair soon escape and begin a perilous adventure back to freedom -- and Linda.",10.403228,"['Blue Sky Studios', 'Twentieth Century Fox Animation']",2011-04-03,484635760.0,96.0,Released,1 out of every 8 Americans is afraid of flying. Most of them don't have feathers.,Rio,6.5,2213.0,2011.0,"['jesseeisenberg', 'annehathaway', 'lesliemann']","['brazil', 'pet', 'bird', 'music', 'canari', 'samba', 'anim', 'duringcreditssting']",13,16,"['carlossaldanha', 'carlossaldanha', 'carlossaldanha']",brazil pet bird music canari samba anim duringcreditssting jesseeisenberg annehathaway lesliemann carlossaldanha carlossaldanha carlossaldanha Animation Adventure Comedy Family,6.481012494934751,5.384841777777778
0,7400000.0,"['Drama', 'Science Fiction']",62215,da,Two sisters find their already strained relationship challenged as a mysterious new planet threatens to collide with Earth.,8.124767,"['Zentropa Entertainments', 'Det Danske Filminstitut', 'Danmarks Radio (DR)']",2011-05-26,21817298.0,136.0,Released,Enjoy it while it lasts,Melancholia,7.0,915.0,2011.0,"['kirstendunst', 'charlottegainsbourg', 'kiefersutherland']","['weddingrecept', 'poweroutag']",12,11,"['larsvontrier', 'larsvontrier', 'larsvontrier']",weddingrecept poweroutag kirstendunst charlottegainsbourg kiefersutherland larsvontrier larsvontrier larsvontrier Drama Science Fiction,6.937174830119282,2.9482835135135135
1,150000000.0,"['Adventure', 'Fantasy', 'Action']",10195,en,"Against his father Odin's will, The Mighty Thor - a powerful but arrogant warrior god - recklessly reignites an ancient war. Thor is cast down to Earth and forced to live among humans as punishment. Once here, Thor learns what it takes to be a true hero when the most dangerous villain of his world sends the darkest forces of Asgard to invade Earth.",29.15849,['Marvel Studios'],2011-04-21,449326618.0,115.0,Released,Two worlds. One hero.,Thor,6.6,6678.0,2011.0,"['chrishemsworth', 'natalieportman', 'tomhiddleston']","['newmexico', 'banish', 'shield', 'marvelcom', 'hammer', 'superhero', 'basedoncom', 'redempt', 'norsemytholog', 'aftercreditssting', 'marvelcinematicunivers', '3d', 'asgard']",32,30,"['kennethbranagh', 'kennethbranagh', 'kennethbranagh']",newmexico banish shield marvelcom hammer superhero basedoncom redempt norsemytholog aftercreditssting marvelcinematicunivers 3d asgard chrishemsworth natalieportman tomhiddleston kennethbranagh kennethbranagh kennethbranagh Adventure Fantasy Action,6.5931351241789535,2.995510786666667
0,38000000.0,"['Drama', 'Romance']",55787,en,"In this captivating Depression-era melodrama, impetuous veterinary student Jacob Jankowski joins a celebrated circus as an animal caretaker but faces a wrenching dilemma when he's transfixed by angelic married performer Marlena.",7.649466,"['Ingenious Media', 'Dune Entertainment', 'Fox 2000 Pictures']",2011-03-15,114156230.0,120.0,Released,Life is the most spectacular show on earth.,Water for Elephants,6.7,879.0,2011.0,"['robertpattinson', 'reesewitherspoon', 'christophwaltz']",['clown'],20,18,"['francislawrence', 'francislawrence', 'francislawrence']",clown robertpattinson reesewitherspoon christophwaltz francislawrence francislawrence francislawrence Drama Romance,6.645860053187437,3.0041113157894737
